Step,Time,Temp,Pressure,Volume,EnergyKinetic,EnergyPotential,EnergyTotal,EnergyTotalPerAtom,NoOfNeighbors,MinDist
3730,2.4199,24.946359832238211851,-137.47486530182666797,251605.31808377601556,34.667353028315,-71297.2811813471,-71262.6138283188,-6.6278,18,2.5099
3740,2.4299,25.07876648685763854,-133.6991275501082157,251605.31808377601556,34.8513553545004,-71297.4651952983,-71262.6138399438,-6.6278,18,2.5062
3750,2.4399,25.173325674610943281,-131.24536245026160941,251605.31808377601556,34.9827619711755,-71297.5966021605,-71262.6138401893,-6.6278,18,2.5112
3760,2.4499,25.22886763260440901,-130.39396162292689496,251605.31808377601556,35.0599472871331,-71297.6737817384,-71262.6138344513,-6.6278,17,2.5234
3770,2.4599,25.251016903746471343,-130.97940445861547687,251605.31808377601556,35.0907275936454,-71297.7045565754,-71262.6138289817,-6.6278,16,2.5401
3780,2.4699,25.245545689531091682,-132.5765451138364881,251605.31808377601556,35.0831243795503,-71297.6969510922,-71262.6138267127,-6.6278,14,2.5585
3790,2.4799,25.215151524525619919,-134.67031338773540483,251605.31808377601556,35.0408863434066,-71297.6547122487,-71262.6138259053,-6.6278,12,2.5759
3800,2.4899,25.161104253153556698,-136.7236358758665915,251605.31808377601556,34.9657781573036,-71297.5796008919,-71262.6138227346,-6.6278,12,2.5902
3810,2.4999,25.087321677117248697,-138.23134072350472934,251605.31808377601556,34.8632442955302,-71297.4770586647,-71262.6138143692,-6.6278,11,2.5997
3820,2.5099,25.003607266194784131,-138.8391084722635469,251605.31808377601556,34.7469084029782,-71297.3607087004,-71262.6138002974,-6.6278,12,2.6030
3830,2.5199,24.926267405933145938,-138.48430085146222268,251605.31808377601556,34.6394310693359,-71297.2532138263,-71262.6137827569,-6.6278,14,2.6011
3840,2.5299,24.875339811481296692,-137.44984284294667987,251605.31808377601556,34.5686582228117,-71297.1824255472,-71262.6137673244,-6.6278,14,2.5927
3850,2.5399,24.868054549200770964,-136.22517559705815415,251605.31808377601556,34.5585340699861,-71297.1722960996,-71262.6137620296,-6.6278,15,2.5788
3860,2.5499,24.90993027196960341,-135.29373762050562391,251605.31808377601556,34.6167277493167,-71297.2305012323,-71262.6137734829,-6.6278,15,2.5607
3870,2.5599,24.987831136603919191,-134.98118410909947329,251605.31808377601556,34.72498469717,-71297.3387863661,-71262.6138016689,-6.6278,16,2.5401
3880,2.5699,25.070407425491303854,-135.39871504544149161,251605.31808377601556,34.8397389690509,-71297.4535762212,-71262.6138372522,-6.6278,17,2.5194
3890,2.5799,25.118482227013139152,-136.53375656372378444,251605.31808377601556,34.906547358224,-71297.5204122147,-71262.6138648564,-6.6278,16,2.5016
3900,2.5899,25.101638196849915374,-138.38850560945672896,251605.31808377601556,34.8831396168134,-71297.4970115707,-71262.6138719539,-6.6278,18,2.4899
3910,2.5999,25.011818483719885364,-141.001076286998142,251605.31808377601556,34.7583193334165,-71297.3721751803,-71262.6138558469,-6.6278,17,2.4867
3920,2.6099,24.866760269592390387,-144.27757884017725587,251605.31808377601556,34.5567354409115,-71297.170557683,-71262.6138222421,-6.6278,16,2.4925
3930,2.6199,24.704066585693574609,-147.79399043989491247,251605.31808377601556,34.3306439625103,-71296.9444248593,-71262.6137808968,-6.6278,16,2.5057
3940,2.6299,24.570126622752894718,-150.78769886702139047,251605.31808377601556,34.144510834828,-71296.7582546339,-71262.6137437991,-6.6278,15,2.5233
3950,2.6399,24.506522822422947883,-152.38278152313029068,251605.31808377601556,34.0561221715196,-71296.6698443996,-71262.6137222281,-6.6278,14,2.5341
3960,2.6499,24.537380352016096907,-151.95418205168999748,251605.31808377601556,34.0990041342261,-71296.712726991,-71262.6137228567,-6.6278,13,2.5205
3970,2.6599,24.6618734455275046,-149.4369058959555332,251605.31808377601556,34.2720091758983,-71296.8857548473,-71262.6137456714,-6.6278,14,2.5132
3980,2.6699,24.854284352101437605,-145.34950628488635971,251605.31808377601556,34.5393979600558,-71297.1531818306,-71262.6137838705,-6.6278,14,2.5132
3990,2.6799,25.071682066659654708,-140.55012682408494129,251605.31808377601556,34.8415103070603,-71297.4553361138,-71262.6138258067,-6.6278,14,2.5207
4000,2.6899,25.266913451355712539,-135.95997522044373795,251605.31808377601556,35.1128186414618,-71297.726677882,-71262.6138592406,-6.6278,16,2.5341
4000,2.6899,25.266913451355712539,-135.95997522043339245,251605.31808377601556,35.1128186414618,-71297.726677882,-71262.6138592405,-6.6278,16,2.5341
