Step,Time,Temp,Pressure,Volume,EnergyKinetic,EnergyPotential,EnergyTotal,EnergyTotAtom
16600,16.6000,10.03427510559151159,-150.24670857386223588,251388.35631651812582,13.9443894743806,-71314.4839453206,-71300.5395558462,-6.6340
16700,16.7000,10.027215671431473965,-150.73159474305094818,251388.35631651812582,13.9345791494333,-71314.4741397268,-71300.5395605774,-6.6340
16800,16.8000,10.215818719359749167,-145.00565476308284474,251388.35631651812582,14.1966762445091,-71314.7362703016,-71300.5395940571,-6.6340
16900,16.9000,10.008796337395207132,-151.30710211655386388,251388.35631651812582,13.908982246323,-71314.4485343687,-71300.5395521224,-6.6340
17000,17.0000,9.9577053903531851375,-152.59037349561572228,251388.35631651812582,13.8379823926542,-71314.3775213633,-71300.5395389707,-6.6340
17100,17.1000,10.181151025528084375,-147.17924877937733186,251388.35631651812582,14.1484993886944,-71314.6880775155,-71300.5395781268,-6.6340
17200,17.2000,9.9277921550296017728,-153.21079742467077267,251388.35631651812582,13.7964126928601,-71314.3359500037,-71300.5395373108,-6.6340
17300,17.3000,10.034144409895450423,-148.29916848451856026,251388.35631651812582,13.9442078497321,-71314.4837533268,-71300.5395454771,-6.6340
17400,17.4000,10.066150223890117488,-148.65232628130291914,251388.35631651812582,13.9886855555046,-71314.5282378717,-71300.5395523162,-6.6340
17500,17.5000,9.9348387558029127575,-152.30627070766675502,251388.35631651812582,13.8062051835602,-71314.345729117,-71300.5395239335,-6.6340
17600,17.6000,9.9306575282109381675,-152.33464532333931629,251388.35631651812582,13.8003946326823,-71314.3399227288,-71300.5395280962,-6.6340
17700,17.7000,9.9959991867516926334,-151.01089286317429128,251388.35631651812582,13.8911983555229,-71314.4307445011,-71300.5395461455,-6.6340
17800,17.8000,10.043316425832243155,-149.77277515495032389,251388.35631651812582,13.95695397849,-71314.4965098635,-71300.539555885,-6.6340
17900,17.9000,10.141504502222064232,-146.82456957705616674,251388.35631651812582,14.0934035739528,-71314.6329866018,-71300.5395830279,-6.6340
18000,18.0000,10.1730253089515017,-147.83629893535905353,251388.35631651812582,14.1372072768567,-71314.6768076259,-71300.539600349,-6.6340
18100,18.1000,10.139357609593645293,-149.11483511459599072,251388.35631651812582,14.0904200891813,-71314.6300203283,-71300.5396002392,-6.6340
18200,18.2000,10.241524481100212185,-147.23993988324042448,251388.35631651812582,14.2323989200061,-71314.7720170977,-71300.5396181777,-6.6340
18300,18.3000,10.269003517140905757,-144.91909745177636637,251388.35631651812582,14.2705858719184,-71314.8102002678,-71300.5396143959,-6.6340
18400,18.4000,9.9502680002570862428,-155.46928034036710642,251388.35631651812582,13.827646831482,-71314.3672129802,-71300.5395661487,-6.6340
18500,18.5000,10.129524081159788196,-147.41558349995631261,251388.35631651812582,14.0767546725024,-71314.6163244359,-71300.5395697635,-6.6340
18600,18.6000,10.089515934352084159,-149.19713642510888008,251388.35631651812582,14.0211563183249,-71314.560721104,-71300.5395647857,-6.6340
18700,18.7000,10.032941832817813932,-148.05026456801488166,251388.35631651812582,13.942536657447,-71314.4820776265,-71300.5395409691,-6.6340
18800,18.8000,9.8228248779595723761,-155.1846429911188352,251388.35631651812582,13.6505422061406,-71314.1900540972,-71300.5395118911,-6.6340
18900,18.9000,9.9390540663716500092,-151.66080571339500693,251388.35631651812582,13.8120630987267,-71314.3515760837,-71300.539512985,-6.6340
19000,19.0000,9.848543914974564828,-153.03192894698344162,251388.35631651812582,13.6862833299656,-71314.2257820362,-71300.5394987063,-6.6340
19100,19.1000,9.851507013468625118,-154.16268826442686191,251388.35631651812582,13.6904010762918,-71314.2299094957,-71300.5395084194,-6.6340
19200,19.2000,10.040845757180935749,-147.57319531281530089,251388.35631651812582,13.9535205500088,-71314.4930619405,-71300.5395413905,-6.6340
19300,19.3000,10.107466252096049431,-146.26672766109879831,251388.35631651812582,14.0461014408352,-71314.5856531596,-71300.5395517188,-6.6340
19400,19.4000,9.9800897349024815242,-151.4552976277860239,251388.35631651812582,13.8690893749962,-71314.4086296604,-71300.5395402854,-6.6340
19500,19.5000,9.9915601331439862776,-151.07483256804025018,251388.35631651812582,13.8850295100655,-71314.4245617464,-71300.5395322363,-6.6340
19600,19.6000,9.8581987360961509381,-154.2681357997214775,251388.35631651812582,13.6997004014141,-71314.2392110371,-71300.5395106357,-6.6340
19700,19.7000,9.9805925509282307218,-148.92561241370142966,251388.35631651812582,13.8697881262685,-71314.4093119203,-71300.539523794,-6.6340
19800,19.8000,9.9942011074885588329,-149.77911459174657693,251388.35631651812582,13.8886996082505,-71314.4282205892,-71300.5395209809,-6.6340
19900,19.9000,9.7733835049135890927,-156.29691848699098955,251388.35631651812582,13.5818347255657,-71314.1213233339,-71300.5394886084,-6.6340
20000,20.0000,9.9226579513367774155,-151.03666273637173845,251388.35631651812582,13.7892778141389,-71314.3287832951,-71300.539505481,-6.6340
